门派,心法,奇穴位置,奇穴名,奇穴描述,技能ID,纵向位置
长歌,莫问,7,别鹤,施展“迴梦逐光”将敌对目标拉回记录地点时会将目标定身3秒，成功定身后为没有属于自身“商”“角”不利效果的目标添加属于自身的“商”“角”不利效果。,18711,4
长歌,莫问,8,莲魄,“清绝影歌”状态下，自身基础攻击力提高15%，初始7秒将获得“莲魄”效果，效果期间自身免疫控制（击退和被拉除外）。,32487,1
长歌,莫问,8,盏萤,“疏影横斜”每个影子使自身受到的伤害降低8%，施展“移形换影”时将会锁足自身位置及影子位置周围4尺内的3个目标，持续4秒。,14872,2
长歌,莫问,8,刻梦,“疏影横斜”额外创建影子几率提高至100%，“疏影横斜”创建的影子会心几率及会心效果提高10%，但传送至影子位置不再附带免疫控制效果。若“疏影横斜”产生的影子因为被攻击导致提前消失，影子剩余时间的三分之一将返还为“疏影横斜”的调息时间。,14873,3
长歌,莫问,8,捣衣,施展“疏影横斜”将自身传送至影子位置后使自身免疫缴械和无法运功效果，持续3秒，该效果时间可累加。,14874,4
长歌,莫问,8,冻泉,“商”“角”增加2跳持续效果，会心几率提高15%，会心效果提高15%，效果完结时对目标额外造成阴性内功伤害。,25220,5
长歌,莫问,9,争鸣,触发“曲动九州”后将对目标额外造成一次破招和阴性内功伤害。,35982,1
长歌,莫问,9,相依,“孤影化双”持续时间延长8秒，施展“孤影化双”后，残影会在场地中施展两次逐渐向外扩散的环形音波，“莫问”心法下对敌对目标造成2次共计<SKILL_[21267_1;21267_2] LunarDamage>点(+<SKILLEx {D0} {SkillLunarAP_[21267_1;21267_2]}>)阴性内功伤害，“相知”心法下使友方玩家回复2次共计<SKILL_[21321_1;21321_2] Therapy>点(+<SKILLEx {D0} {SkillTherapyAP_[21321_1;21321_2]}>)气血值。,14163,2
长歌,莫问,9,修齐,“孤影化双”调息时间降低30秒，施展返回招式时，不受缴械和无法运功效果的影响，影子被召回8秒内仍然会附着玩家，期间分摊玩家受到伤害的50%，并使自身免疫所有控制效果(击退和被拉除外)。,31157,3
长歌,莫问,9,叠唱,运功施展“宫”或“变宫”命中玩家目标，将为目标添加30秒的“叠唱”效果，该效果只能作用于一个目标，效果期间，自身每次施展音套路下技能，则将对存在自身“叠唱”的目标造成一次额外阴性内功伤害。,34343,4
长歌,莫问,9,音彻,“清绝影歌”状态下可以施展“迴梦逐光”和“江逐月天”招式，施展“清绝影歌”后重置“迴梦逐光”和“江逐月天”招式的调息时间。,30589,5
长歌,莫问,10,微萤,敌方玩家目标被“迴梦逐光”“江逐月天”影响每超过4秒，将被驱散一个持续治疗效果，并受到一次阴性内功伤害。施展招式“迴梦逐光·回”或“江逐月天”后，4秒内施展“羽”不计入调息时间，且“羽”伤害提高30%。,32486,1
长歌,莫问,10,贯珠,受到技能伤害超过自身气血最大值10%，则该次伤害降低20%。,14557,2
长歌,莫问,10,寿生,“杯水留影”使目标复活持续时间延长10秒。,14167,3
长歌,莫问,10,云汉,“疏影横斜”与“清绝影歌”每产生一个影子在场，使自身伤害招式伤害提高5%，威胁值降低8%。,18712,4
长歌,莫问,10,停拍,“清绝影歌”下招式“商”替换为“剑·商”，调息时间为8秒，向面向范围内10尺刺出一剑造成大额伤害并剑气爆裂，使得目标眩晕，持续3秒。,25224,5
长歌,莫问,11,参连,“阳春白雪”曲目下，自身阴性基础攻击力提高10%，“阳春白雪”主动技能调息时间降低2秒。,14350,1
长歌,莫问,11,凝眉,“青霄飞羽”调息时间降低5秒，期间自身伤害提高20%，施展后立刻击退自身6尺范围内最多5名敌对玩家。,14466,2
长歌,莫问,11,剡注,气套路下音域技能调息时间降低10秒。,14155,3
长歌,莫问,11,照霜,“清绝影歌”下招式“角”替换为“剑·角”，调息时间8秒，可对目标造成阴性内功伤害，并使自身4秒内造成的伤害提高20%。若目标气血值高于60%，造成额外伤害。,37442,4
长歌,莫问,11,仰止,切换“高山流水”曲风会进入12秒的调息时间，每次切换到“高山流水”曲风下时，将会获得3秒的“高山流水”主动效果。“高山流水”主动效果期间，“变徵”对目标造成一次伤害，使目标身上属于自身所有的持续伤害增加一跳持续伤害效果，最多增加4次。,30561,5
长歌,莫问,12,响壑,“徵”“变徵”2.75秒内产生4次作用效果，且无视目标40%内功防御。,37287,1
长歌,莫问,12,正律和鸣,一段技能知音和鸣：施展技能后将清空自身当前曲风并召唤一道琴影与自身共同对敌，琴影存在期间，自身曲目切换不再清空曲风，琴影所弹奏的音将为自身补充曲风。两人合奏完成五次“曲动九州”或施展二段技能知音兴尽提前结束“知音和鸣”效果，琴影将炸裂开，根据两人合奏完成的速度和次数对当前非侠士目标造成巨额伤害并使自身会效提高。,34344,2
长歌,莫问,12,楚济,“平沙落雁”曲状态下，“音”套路下招式会心及会心效果提高15%，使位于自身音域范围内最多5名敌对玩家目标受到的治疗成效降低45%。,14468,3
长歌,莫问,12,琴音共鸣,移除敌对玩家身上2个增益效果，并添加给自身。,15068,4
长歌,莫问,12,不愧君,清绝影歌状态下方可施展，运功1.5秒，消融自身20尺范围内最多10个敌方音域。运功期间不被打退、打断、不受无法施展内功招式和缴械效果的影响，自身免疫控制，引动自身“剑·羽”产生的影子凝聚“青鸾剑”对20尺内的敌对目标造成<SUB 29077 1>阴性内功伤害，敌方当前生命值低于最大生命值60%时伤害提高100%，成功命中目标则立刻结束“清绝影歌”状态并可在6秒内施展二段招式“明丹心”。,29071,5
长歌,相知,1,风入松,施展“角”使自身和目标移动速度提高30％，持续4秒。,18382,1
长歌,相知,1,红隙,“宫”会心几率提高10%，会心效果提高10%。,14238,2
长歌,相知,1,蔚风,“角”每跳为友方玩家目标和自身回复1%内力值，该效果同一时间只能作用一个目标。,14464,3
长歌,相知,2,潋滟,“变徵”对目标造成一次治疗，使目标身上属于自身所有的持续治疗立刻生效一跳。,28248,1
长歌,相知,2,秋鸿,“徵”内力消耗降低15%，可对目标及其半径20尺范围内小队成员产生治疗效果。,14373,2
长歌,相知,2,诗上,施展“移形换影”后“疏影”效果期间，自身治疗效果的15%将再次作用于自身。,26728,3
长歌,相知,3,奉知音,施展“移形换影”后3秒内，“徵”或“羽”命中当前选中的友方目标，对目标造成一次必会心的额外治疗量，并根据自身会心等级提高该次招式治疗量。,30531,1
长歌,相知,3,争簇,“徵”作用效果降低20%，并在2.62秒内产生6次作用效果。,17521,2
长歌,相知,3,幽声,切换“高山流水”曲风会进入12秒的调息时间，每次切换到”高山流水“曲风下时，将会获得3秒的“高山流水”主动效果。“高山流水”主动效果期间，每次施展“音”套路下招式将附带一次额外治疗效果。,34502,3
长歌,相知,3,石间意,施展“梅花三弄”主动招式，使目标免疫控制效果(击退和被拉除外)，持续3秒，若“梅花三弄”盾提前消失则此效果消失。,14256,4
长歌,相知,4,流音,受到伤害重伤时自身影子将对自身施展“杯水留影”，该效果将不受“杯水留影”秘籍影响。,24020,1
长歌,相知,4,绿绮,“羽”治疗成效提高15%，施展后使“徵”会心几率提高10%，会心效果提高10%，持续10秒，该效果时间可叠加。,14439,2
长歌,相知,4,敛意,解除自身受到的所有控制，执剑作歌，持续6秒，期间自身闪避几率提高80%，“醉剑”命中敌方目标则回复自身及10尺内小队成员气血值，可施展二段招式提前结束，收剑回琴。,29003,3
长歌,相知,4,一指回鸾,为友方目标卸除混元性内功不利效果、阳性内功不利效果、阴性内功不利效果、毒性内功不利效果各一个，并使目标气血值恢复<SKILL Therapy>点(+<SKILLEx {D0} {SkillTherapyAP}>)。,14169,4
长歌,相知,5,谪仙,“徵”运功不会被打退，立刻对目标产生治疗效果，治疗效果提高20%。,14405,1
长歌,相知,5,超然,“孤影化双”调息时间降低45秒，施展返回招式时，不受缴械和无法运功效果的影响，影子被召回8秒内仍然会附着玩家，期间分摊玩家受到伤害的50%，并使自身免疫所有控制效果(击退和被拉除外)。,14164,2
长歌,相知,5,星落,“笑傲光阴”音域生成时若自身在音域范围内，则恢复自身20%气血最大值，解除自身受到的阳性不利效果、阴性不利效果、混元不利效果、毒性不利效果、点穴不利效果、持续伤害不利效果。位于“笑傲光阴”中自身所有招式调息速度提高20%，“笑傲光阴”可以释放二段招式，使“笑傲光阴”音域立刻缩小范围为半径6尺且刷新音域持续时间。,24036,3
长歌,相知,5,犹香,“梅花三弄”盾也会治疗目标，数值相当于伤害吸收量的70%。,14253,4
长歌,相知,6,非雪,“梅花三弄”会心效果提高50%。,37260,1
长歌,相知,6,引芳,“商”“角”增加两跳治疗效果，“变宫”“宫”不再需要运功，立刻对目标造成<SUB 14417 1>治疗效果，并使目标每3秒受到一次治疗效果，持续18秒。每个治疗持续效果为目标提供一层5%的减伤，最多可以叠加三层。,14361,2
长歌,相知,6,音尘,运功施展“宫”或“变宫”命中目标，将为目标添加30秒的“音尘”效果，该效果只能作用于一个目标，效果期间，自身每次施展音套路下技能，则将对存在自身“音尘”的目标造成一次额外治疗。,36012,3
长歌,相知,6,平吟,施展“梅花三弄”将使自身恢复<SUB 26894 1>点气血值，“梅花三弄”效果因受到伤害提前消失后获得的“寒梅”减伤效果，可在3秒内持续减免伤害。,14249,4
长歌,相知,7,共潮生,每次施展“音”套路下招式，将为自身添加1层可叠加、持续12秒的“潮生”效果，该效果最多叠加24层，阳春白雪曲目下将额外添加1层。运功施展“宫”或“变宫”命中有自身“商”或“角”持续治疗效果的团队成员将消耗自身所有“潮生”效果，为目标及其20尺范围内随机友方队友添加该持续效果。每存在一层“潮生”效果，扩散的目标数增加1人，每扩散到1人造成的治疗效果降低2.5%。,32404,1
长歌,相知,7,井仪,持续效果被卸除后，每个持续效果使驱散者2秒内无法运功，最多持续6秒。,14313,2
长歌,相知,7,绝唱,“梅花三弄”盾效果持续时间延长70%。“梅花三弄”若提前消失，则减少目标身上“落梅”效果持续时间，数值为“梅花三弄”剩余持续时间的60%。,22029,3
长歌,相知,7,乐情,“笑傲光阴”调息时间降低7秒，音域减伤效果可对自身小队成员产生作用，自身减伤效果提高至70%。,23678,4
长歌,相知,8,思议,“高山流水”主动技能状态期间运功不会被打退、打断，不受无法施展内功招式和缴械效果的影响。,19308,1
长歌,相知,8,庄周梦,为目标添加治疗持续效果时，自身每160点基础根骨使目标无双等级提高80点，最高叠加100层，持续25秒。,18819,2
长歌,相知,8,兼山,“云生结海”音域生成时立刻平衡音域范围内所有小队成员当前气血值百分比。,14152,3
长歌,相知,8,捣衣,施展“疏影横斜”将自身传送至影子位置后使自身免疫缴械和无法运功效果，持续3秒，该效果时间可累加。,14874,4
长歌,相知,8,行云,“商”“角”会心几率提高10%，会心效果提高20%。,26772,5
长歌,相知,9,放鹿,对当前带有自身“商”“角”持续治疗效果的目标施展“音”套路下招式时，将根据其“商”“角”剩余跳数之和附带额外治疗量。,36420,1
长歌,相知,9,相依,“孤影化双”持续时间延长8秒，施展“孤影化双”后，残影会在场地中施展两次逐渐向外扩散的环形音波，“莫问”心法下对敌对目标造成2次共计<SKILL_[21267_1;21267_2] LunarDamage>点(+<SKILLEx {D0} {SkillLunarAP_[21267_1;21267_2]}>)阴性内功伤害，“相知”心法下使友方玩家回复2次共计<SKILL_[21321_1;21321_2] Therapy>点(+<SKILLEx {D0} {SkillTherapyAP_[21321_1;21321_2]}>)气血值。,14163,2
长歌,相知,9,流霜,自身所有持续效果每跳造成的效果递增12%，自身所有持续作用间隔缩短1秒，总持续时间保持不变。,14286,3
长歌,相知,9,天音知脉,“梅花三弄”曲风下，根据自身会心点数提高“梅花三弄”招式治疗量。施展“羽”消除目标“落梅”效果，使自身下一次“梅花三弄”必会心。,14470,4
